A.1	Valo de $c$ de tal manera que el rango de la función racional $f(x) = \frac{x^2 + x + c}{x^2 + 2x + c}$ no contenga $[-1, -\frac{1}{3}]$	Me siento cómodo cuando me piden que calcule el rango de una función racional, pero ¿cómo hacemos lo contrario? Me encontré con este problema. si $$f(x)= \frac{x^2 + x + c}{x^2 + 2x + c}$$ entonces encontrar el valor de $c$ para el cual el rango de $f(x)$ no contiene $[-1, -\frac{1}{3}]$.	functions
A.2	Resolución de ecuaciones diferenciales de la forma $f'(x)=f(x+1)$	Cómo resolver ecuaciones diferenciales de la siguiente forma: $\frac{df}{dx} = f(x+1)$	ordinary-differential-equations
A.3	Aproximación a la corrección $\sqrt{5}$ con una exactitud de $10^{-10}$	Estoy tratando de resolver el siguiente problema: encontrar una aproximación a $\sqrt{5}$ correcta a una exactitud de $10^{-10}$ usando el algoritmo de bisección. Por lo que entiendo, $\sqrt{5}$ debe colocarse en función de $x$ pero no estoy seguro de dónde ir desde allí. También, se da una función en Matemáticas para hacer los cálculos en los que la función $f(x)$, $a$ y $b$ (desde el intervalo $[a, b]$ donde $f(a)$ y $f(b)$ tienen signos opuestos), la tolerancia y el número de iteraciones.	numerical-methods,algorithms,bisection
A.4	¿Cómo calcular esta suma combinatoria?	Tengo la suma $$\sum_{k=0}^{n} \binom{n}{k} k$$ sé que el resultado es $n 2^{n-1}$ pero no sé cómo llegar allí. ¿Cómo se comienza a simplificar una suma como esta que tiene coeficientes binomial.	combinatorics,number-theory,summation,proof-explanation
A.5	¿Cuál es la probabilidad de que ambos hijos sean niños, dado que uno de ellos es un niño?	Una familia tiene dos hijos. Dado que uno de los niños es un niño, ¿cuál es la probabilidad de que ambos niños sean niños? Estaba haciendo esta pregunta usando la fórmula de probabilidad condicional. Supongamos, (1) es el evento, que el primer niño es un niño, y (2) es el evento de que el segundo niño es un niño. Entonces la probabilidad del segundo niño es un niño dado que el primer niño es un niño por fórmula, $P((2)|(1))=\frac{P((2) \cap (1))}{P((1))}=\frac{P((2))P((1))}{P((1))} = P((2))$ ...ya que el segundo niño es un niño no depende del primer niño y viceversa. Por favor proporcione la solución detallada y corrija si estoy equivocado.	probability,proof-verification,conditional-probability
A.6	Cómo calcular el mod de número con un gran exponente	Quiero encontrar $$ 5^{133} \mod 8. $$ He notado que $5^n \mod 8 = 5$ cuando $n$ es desigual y 1 de otra manera, lo que me llevaría a decir que $5^{133} \mod 8 = 5$ Pero no sé cómo probar esto. ¿Cómo puedo probar que este es el caso (o encontrar otra solución si no es)?	algebra-precalculus,arithmetic
A.7	Identificación del resto de $\frac{11^\text{10}-1}{100}$ utilizando el módulo	Si $11^\text{10}-1$ se divide por $100$, entonces resolver para '$x$' del término de abajo $$11^\text{10}-1 = x \pmod{100}$$ Lo que sea que haya intentado: $11^\text{2} \equiv 21 \pmod{100}$.....(1) $(11^\text{2})^\text{2} \equiv (21)^\text{2} \pmod{100}$ $11^\text{4} \equiv 441 \pmod{100}$ $11^\text{4} \equiv 41 \pmod{100}$ $(11^\text{4})^\text{2} \equiv (41)^\text{2} \pmod{100}$ $11^\text{10}-1$0 $11^\text{10}-1$1 $11^\text{10}-1$2 ......{de (1)} $11^\text{10}-1$3 Así, $11^\text{10}-1$4 y así obtenemos el valor de $x$ y es $11^\text{10}-1$5 y $11^\text{10}-1$ es divisible por $100$. Pero este enfoque toma mucho tiempo para cualquier examen competitivo o cualquier concurso de matemáticas sin usar calculadora. ¿Algún proceso más fácil sobre cómo determinar el resto del problema anterior rápidamente? Eso me será muy útil. Gracias por adelantado.	elementary-number-theory,modular-arithmetic,divisibility,alternative-proof
A.8	hallar el valor de $\lim_{n\rightarrow \infty}\sqrt[n]{\frac{(27)^n(n!)^3}{(3n)!}}$	Encontrar el valor de $\lim_{n\rightarrow \infty}\sqrt[n]{\frac{(27)^n(n!)^3}{(3n)!}}$ lo que intento $\displaystyle l=\lim_{n\rightarrow \infty}\bigg(\frac{(27)^n(n!)^3}{(3n)!}\bigg)^{\frac{1}{n}}$ $\displaystyle \ln(l)=\lim_{n\rightarrow \infty}\frac{1}{n}\bigg[n\ln(27)+3\ln(n!)-\ln((3n)!)\bigg]$ Cómo puedo resolverlo ayúdame por favor	limits
A.9	Simplificando esta serie	Necesito escribir la serie $$\sum_{n=0}^N nx^n$$ en una forma que no involucre la notación de suma, por ejemplo $\sum_{i=0}^n i^2 = \frac{(n^2+n)(2n+1)}{6}$. ¿Alguien tiene alguna idea de cómo hacer esto? he intentado varias formas incluyendo el uso de funciones de generación pero sin suerte	sequences-and-series
A.10	Encuentra los valores de un>0 para los cuales converge la integral incorrecta $\int_{0}^{\infty}\frac{\sin x}{x^{a}} $ .	Encuentra los valores de un>0 para los cuales converge la integral incorrecta $\int_{0}^{\infty}\frac{\sin x}{x^{a}} $. ¿Tengo que expandir la integrand utilizando la expansión de serie?	improper-integrals
