A.1	0	845977	1	0.99453557	qnli-distilroberta-base
A.1	0	2346965	2	0.9937158	qnli-distilroberta-base
A.1	0	2312653	3	0.9933061	qnli-distilroberta-base
A.1	0	763172	4	0.99188656	qnli-distilroberta-base
A.1	0	2397049	5	0.991823	qnli-distilroberta-base
A.1	0	1013514	6	0.9912373	qnli-distilroberta-base
A.1	0	425588	7	0.9911368	qnli-distilroberta-base
A.1	0	2211374	8	0.9908915	qnli-distilroberta-base
A.1	0	1244480	9	0.99013674	qnli-distilroberta-base
A.1	0	1061195	10	0.99005044	qnli-distilroberta-base
A.1	0	1026855	11	0.98986524	qnli-distilroberta-base
A.1	0	54315	12	0.98973536	qnli-distilroberta-base
A.1	0	2257125	13	0.98971236	qnli-distilroberta-base
A.1	0	2831223	14	0.9895125	qnli-distilroberta-base
A.1	0	86964	15	0.98932016	qnli-distilroberta-base
A.1	0	242122	16	0.98927283	qnli-distilroberta-base
A.1	0	2713607	17	0.988827	qnli-distilroberta-base
A.1	0	1330975	18	0.9887655	qnli-distilroberta-base
A.1	0	375130	19	0.9886939	qnli-distilroberta-base
A.1	0	1914895	20	0.98865813	qnli-distilroberta-base
A.1	0	1843599	21	0.9885604	qnli-distilroberta-base
A.1	0	2255851	22	0.9884602	qnli-distilroberta-base
A.1	0	993003	23	0.9883967	qnli-distilroberta-base
A.1	0	557959	24	0.9883211	qnli-distilroberta-base
A.1	0	25788	25	0.9882151	qnli-distilroberta-base
A.1	0	167565	26	0.98811066	qnli-distilroberta-base
A.1	0	2371026	27	0.98805094	qnli-distilroberta-base
A.1	0	1719505	28	0.9879573	qnli-distilroberta-base
A.1	0	2982333	29	0.98793215	qnli-distilroberta-base
A.1	0	10770	30	0.9879054	qnli-distilroberta-base
A.1	0	2917875	31	0.9878391	qnli-distilroberta-base
A.1	0	2010625	32	0.987783	qnli-distilroberta-base
A.1	0	163511	33	0.9877452	qnli-distilroberta-base
A.1	0	265553	34	0.9876331	qnli-distilroberta-base
A.1	0	2395281	35	0.98759437	qnli-distilroberta-base
A.1	0	566568	36	0.9875309	qnli-distilroberta-base
A.1	0	144292	37	0.98745805	qnli-distilroberta-base
A.1	0	187364	38	0.9873319	qnli-distilroberta-base
A.1	0	1209788	39	0.98727673	qnli-distilroberta-base
A.1	0	227742	40	0.9872481	qnli-distilroberta-base
A.1	0	1040480	41	0.9871874	qnli-distilroberta-base
A.1	0	513892	42	0.98693246	qnli-distilroberta-base
A.1	0	1153514	43	0.9868487	qnli-distilroberta-base
A.1	0	2933294	44	0.9868009	qnli-distilroberta-base
A.1	0	511964	45	0.98679394	qnli-distilroberta-base
A.1	0	1089102	46	0.9867026	qnli-distilroberta-base
A.1	0	1835025	47	0.9864912	qnli-distilroberta-base
A.1	0	1992571	48	0.9864754	qnli-distilroberta-base
A.1	0	1599441	49	0.98633087	qnli-distilroberta-base
A.1	0	2414898	50	0.9862477	qnli-distilroberta-base
A.1	0	2356165	51	0.98622954	qnli-distilroberta-base
A.1	0	2448340	52	0.98601645	qnli-distilroberta-base
A.1	0	1707501	53	0.98597646	qnli-distilroberta-base
A.1	0	3015064	54	0.9859089	qnli-distilroberta-base
A.1	0	2545124	55	0.9858952	qnli-distilroberta-base
A.1	0	578472	56	0.9857611	qnli-distilroberta-base
A.1	0	1515182	57	0.98557556	qnli-distilroberta-base
A.1	0	1414301	58	0.9855635	qnli-distilroberta-base
A.1	0	2077832	59	0.98554105	qnli-distilroberta-base
