A.1	0.3
A.10	0.3
A.11	0.0
A.12	0.0
A.13	0.4
A.14	0.2
A.15	0.0
A.16	0.1
A.17	0.7
A.18	0.3
A.19	0.3
A.20	0.1
A.21	0.7
A.23	0.8
A.24	0.0
A.26	0.1
A.27	0.4
A.28	0.1
A.29	0.0
A.3	0.0
A.30	0.2
A.32	0.7
A.33	0.1
A.35	0.2
A.36	0.1
A.37	0.0
A.38	0.9
A.39	0.4
A.4	0.7
A.40	0.2
A.41	0.2
A.42	0.3
A.43	0.0
A.44	0.2
A.45	0.1
A.47	0.0
A.48	0.2
A.49	0.1
A.5	0.8
A.50	0.0
A.51	0.1
A.52	0.2
A.53	0.1
A.54	0.0
A.55	0.6
A.56	0.0
A.58	0.0
A.59	0.5
A.60	0.5
A.61	0.6
A.62	0.1
A.63	0.2
A.65	0.0
A.66	0.0
A.67	0.2
A.68	0.0
A.69	0.5
A.7	0.3
A.72	0.2
A.74	0.0
A.75	0.3
A.77	0.1
A.79	0.5
A.8	0.8
A.80	0.2
A.83	0.1
A.85	0.1
A.86	0.0
A.87	0.3
A.88	0.3
A.89	0.3
A.9	0.0
A.90	0.4
A.93	0.0
A.96	0.1
A.98	0.5
A.99	0.5
A.201	0.0
A.202	0.1
A.203	0.5
A.204	0.0
A.205	0.2
A.206	0.2
A.207	0.1
A.208	0.0
A.209	0.1
A.210	0.2
A.211	0.0
A.212	0.1
A.213	0.0
A.214	0.1
A.215	0.0
A.216	0.0
A.217	0.1
A.218	0.1
A.219	0.2
A.220	0.8
A.221	0.1
A.222	0.0
A.223	0.1
A.224	0.0
A.225	0.2
A.227	0.1
A.228	0.0
A.229	0.2
A.230	0.0
A.231	0.5
A.234	0.0
A.235	0.1
A.236	0.0
A.237	0.8
A.238	0.0
A.239	0.2
A.241	0.0
A.242	0.3
A.243	0.0
A.244	0.3
A.245	0.0
A.246	0.2
A.249	0.5
A.250	0.2
A.251	0.0
A.252	0.0
A.253	0.2
A.254	0.1
A.255	0.0
A.256	0.2
A.257	0.3
A.258	0.3
A.259	0.4
A.260	0.0
A.261	0.0
A.262	0.0
A.263	0.2
A.264	0.0
A.265	0.1
A.266	0.0
A.268	0.7
A.269	0.9
A.270	0.0
A.272	0.0
A.273	0.1
A.275	0.4
A.276	0.4
A.277	0.0
A.278	0.1
A.279	0.3
A.280	0.0
A.281	0.3
A.282	0.1
A.283	0.4
A.284	0.3
A.285	0.3
A.286	0.4
A.287	0.2
A.288	0.0
A.289	0.1
A.290	0.0
A.291	0.0
A.292	0.1
A.293	0.0
A.295	0.7
A.296	0.2
A.298	0.0
A.299	0.3
A.300	0.1
A.301	0.3
A.302	0.3
A.303	0.0
A.304	0.5
A.305	0.0
A.306	0.0
A.307	0.1
A.308	0.1
A.309	0.1
A.310	0.3
A.312	0.4
A.313	0.4
A.314	0.1
A.315	0.2
A.316	0.0
A.317	0.5
A.318	0.5
A.319	0.2
A.320	0.1
A.322	0.7
A.324	0.2
A.325	0.0
A.326	0.1
A.327	0.0
A.328	0.6
A.329	0.4
A.330	0.3
A.331	0.3
A.332	0.0
A.333	0.0
A.337	0.1
A.338	0.1
A.339	0.0
A.340	0.5
A.342	0.1
A.344	0.5
A.345	0.6
A.346	0.4
A.347	0.3
A.348	0.0
A.349	0.0
A.350	0.6
A.352	0.5
A.353	0.3
A.354	0.0
A.355	0.6
A.356	0.1
A.357	0.1
A.358	0.3
A.359	0.5
A.360	0.2
A.361	0.1
A.362	0.1
A.363	0.0
A.364	0.7
A.365	0.1
A.366	0.1
A.368	0.2
A.369	0.1
A.370	0.2
A.371	0.7
A.372	0.2
A.373	0.2
A.375	0.1
A.376	1.0
A.378	0.7
A.379	0.0
A.381	0.0
A.382	0.3
A.383	0.2
A.384	0.4
A.385	0.2
A.387	0.3
A.388	0.6
A.389	0.0
A.391	0.2
A.394	0.0
A.399	0.2
